esp_id,timestamp,rssi,csi
esp_id,timestamp,rssi,csi
rx1,2026-05-02 20:41:09.010,-59,"[97, -112, 5, 0, 27, 11, 23, 8, 20, 7, 15, 7, 11, 7, 7, 8, 4, 11, 1, 13, 0, 18, -1, 20, -1, 23, 0, 25, 0, 27, 1, 27, 2, 26, 2, 25, 2, 22, 1, 20, 0, 17, -2, 14, -4, 11, -7, 8, -9, 6, -11, 4, -13, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, -7, 9, -4, 13, -3, 16, -2, 20, -2, 22, -3, 25, -4, 27, -6, 28, -7, 29, -9, 27, -11, 24, -11, 22, -11, 19, -10, 15, -7, 12, -4, 10, 0, 10, 4, 10, 8, 12, 13, 14, 16, 18, 19, 22, 21, 25, 21, 28, 20, 30, 18, -1, -1, 59, 21, 56, 19, 53, 18, 48, 18, 43, 18, 37, 19, 33, 21, 30, 23, 26, 27, 24, 30, 23, 34, 21, 38, 21, 40, 22, 42, 22, 43, 22, 43, 19, 42, 18, 41, 15, 38, 12, 35, 8, 32, 5, 29, 0, 26, -3, 24, -7, 22, -10, 20, 0, 34, -5, 32, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 32, -20, 34, -18, 25, -15, 29, -12, 32, -11, 36, -9, 40, -9, 45, -9, 48, -9, 51, -10, 53, -12, 54, -12, 54, -13, 52, -12, 50, -11, 47, -10, 45, -7, 41, -4, 41, 1, 40, 5, 40, 10, 42, 14, 45, 19, 49, 21, 53, 25, 56, 26, 59, 26, 62, 25]"
rx1,2026-05-02 20:41:09.210,-58,"[97, -112, 5, 0, 22, 15, 21, 13, 18, 10, 16, 9, 12, 8, 10, 9, 7, 10, 5, 11, 4, 14, 4, 17, 4, 19, 4, 21, 6, 23, 8, 23, 8, 23, 8, 22, 8, 20, 8, 18, 6, 16, 4, 14, 2, 12, -1, 11, -3, 10, -5, 9, -8, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 12, 3, 12, 4, 12, 6, 13, 8, 15, 9, 17, 10, 19, 10, 21, 10, 22, 10, 22, 9, 22, 7, 21, 6, 19, 4, 17, 4, 14, 4, 12, 5, 10, 7, 9, 9, 9, 12, 9, 15, 11, 18, 12, 20, 15, 21, 18, 22, 21, 20, -1, -1, 47, 28, 47, 25, 45, 24, 43, 22, 39, 21, 35, 20, 32, 20, 30, 22, 28, 22, 26, 25, 25, 29, 25, 31, 24, 33, 25, 35, 27, 35, 27, 35, 26, 36, 26, 34, 23, 32, 21, 31, 17, 29, 14, 27, 10, 26, 6, 25, 2, 25, -1, 24, 9, 33, 4, 32, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 31, -1, 32, 2, 27, 2, 28, 5, 28, 6, 29, 9, 32, 11, 34, 13, 37, 14, 39, 15, 42, 14, 43, 16, 43, 16, 43, 15, 43, 14, 41, 13, 39, 13, 37, 12, 35, 13, 34, 15, 33, 17, 33, 20, 33, 23, 36, 25, 38, 29, 40, 31, 43, 32, 46, 30]"
rx1,2026-05-02 20:41:09.411,-60,"[97, -112, 5, 0, -11, 21, -11, 21, -12, 22, -11, 23, -10, 23, -9, 23, -8, 24, -7, 23, -5, 23, -5, 21, -5, 21, -5, 19, -5, 19, -7, 18, -8, 16, -9, 16, -10, 15, -12, 14, -12, 15, -13, 14, -13, 14, -13, 14, -13, 13, -12, 12, -12, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 14, -4, 13, -4, 12, -5, 12, -6, 13, -7, 13, -8, 13, -10, 14, -10, 15, -12, 17, -12, 18, -13, 19, -12, 20, -11, 21, -10, 22, -10, 22, -9, 23, -8, 23, -6, 22, -6, 22, -6, 21, -6, 21, -6, 21, -6, 20, -7, 20, -7, 20, -1, -1, -16, 40, -16, 40, -16, 41, -16, 40, -16, 40, -15, 41, -14, 41, -12, 41, -10, 40, -9, 40, -9, 38, -8, 39, -8, 37, -9, 36, -11, 35, -11, 33, -14, 32, -15, 30, -17, 29, -18, 29, -19, 27, -19, 26, -20, 25, -20, 24, -20, 23, -21, 20, -20, 16, -20, 13, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -8, 32, -11, 31, -9, 30, -10, 28, -12, 28, -12, 28, -13, 28, -15, 29, -16, 30, -18, 31, -19, 33, -21, 34, -20, 35, -21, 37, -21, 38, -21, 39, -19, 40, -18, 40, -17, 40, -16, 40, -14, 40, -14, 41, -13, 40, -13, 41, -12, 40, -12, 40, -13, 40, -14, 39]"
rx1,2026-05-02 20:41:09.616,-59,"[97, -112, 5, 0, 22, 8, 19, 6, 17, 6, 14, 6, 11, 7, 9, 8, 8, 11, 7, 13, 7, 16, 7, 17, 8, 20, 10, 20, 11, 21, 13, 21, 12, 19, 12, 19, 11, 16, 10, 15, 8, 13, 5, 12, 3, 11, 0, 11, -3, 11, -5, 11, -7, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 2, 8, 3, 10, 4, 11, 4, 13, 5, 14, 5, 16, 5, 18, 4, 19, 3, 20, 3, 18, 1, 17, 0, 16, 0, 15, 0, 12, 1, 11, 2, 9, 4, 9, 6, 10, 8, 11, 11, 13, 13, 16, 14, 18, 16, 20, 16, 22, 15, 24, 13, -1, -1, 48, 12, 47, 9, 43, 8, 43, 9, 38, 9, 35, 12, 33, 12, 31, 15, 31, 17, 31, 20, 30, 22, 31, 24, 32, 25, 32, 26, 35, 26, 33, 25, 33, 27, 30, 25, 28, 25, 25, 24, 21, 23, 18, 22, 14, 23, 11, 23, 7, 23, 3, 24, 17, 29, 12, 29, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 20, -3, 20, -2, 19, 0, 20, 2, 21, 2, 23, 3, 26, 4, 28, 4, 31, 4, 33, 4, 35, 2, 36, 2, 36, 1, 35, 0, 35, 1, 34, 0, 31, 2, 31, 2, 29, 4, 31, 6, 31, 8, 33, 11, 35, 13, 39, 14, 43, 16, 44, 17, 47, 16, 49, 14]"
rx1,2026-05-02 20:41:09.813,-62,"[97, -112, 5, 0, 32, 7, 29, 4, 25, 2, 21, 2, 16, 1, 11, 3, 6, 5, 3, 8, 0, 11, -3, 16, -5, 20, -5, 23, -5, 25, -4, 27, -2, 28, -2, 27, -1, 25, -1, 23, -1, 19, -1, 16, -2, 13, -4, 9, -6, 5, -8, 2, -11, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -10, 0, -9, 2, -9, 5, -9, 8, -9, 11, -10, 13, -12, 16, -14, 17, -16, 19, -19, 18, -19, 17, -20, 15, -20, 14, -19, 11, -18, 9, -14, 7, -10, 8, -7, 8, -2, 11, 3, 12, 6, 17, 10, 21, 13, 25, 15, 29, 14, 32, 12, -1, -1, 32, 4, 32, 3, 30, 2, 28, 3, 26, 3, 22, 3, 20, 4, 17, 6, 16, 8, 14, 10, 12, 13, 11, 14, 10, 17, 10, 19, 10, 19, 10, 20, 9, 21, 9, 20, 8, 19, 7, 18, 5, 17, 4, 15, 3, 13, 1, 11, -1, 10, -3, 8, 2, 18, -2, 17, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 7, -15, 9, -14, 4, -12, 5, -11, 7, -11, 8, -11, 11, -12, 13, -12, 15, -13, 16, -14, 18, -15, 19, -16, 19, -16, 19, -17, 19, -16, 19, -16, 18, -14, 17, -13, 17, -10, 18, -9, 17, -6, 19, -4, 20, -1, 23, 0, 26, 3, 28, 3, 30, 4, 32, 4]"
rx1,2026-05-02 20:41:10.015,-61,"[97, -112, 5, 0, 24, -18, 23, -20, 22, -21, 20, -22, 16, -20, 13, -18, 10, -16, 7, -11, 5, -7, 4, -2, 4, 2, 4, 7, 6, 12, 8, 15, 9, 18, 11, 19, 12, 20, 13, 20, 13, 18, 12, 17, 11, 14, 10, 12, 8, 9, 5, 7, 2, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 6, -15, 5, -14, 4, -12, 1, -11, -1, -11, -4, -9, -8, -9, -11, -9, -14, -9, -18, -9, -21, -11, -23, -12, -25, -13, -24, -13, -24, -14, -22, -13, -20, -12, -17, -10, -14, -6, -12, -3, -10, 2, -9, 7, -9, 12, -9, 16, -10, 20, -13, -1, -1, 44, -31, 44, -31, 44, -32, 43, -32, 41, -31, 37, -28, 34, -26, 31, -22, 28, -17, 25, -12, 24, -6, 24, -1, 25, 5, 25, 10, 27, 15, 28, 18, 29, 22, 29, 24, 29, 24, 27, 24, 25, 24, 24, 22, 21, 21, 18, 19, 13, 18, 9, 15, 10, 23, 6, 23, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -13, -26, -11, -27, -19, -8, -18, -10, -17, -12, -14, -15, -12, -18, -10, -21, -9, -26, -7, -30, -6, -34, -5, -38, -4, -41, -3, -43, -3, -45, -4, -45, -4, -44, -4, -42, -2, -39, 0, -37, 3, -35, 7, -32, 11, -30, 17, -30, 24, -27, 29, -27, 34, -27, 39, -29]"
rx1,2026-05-02 20:41:10.213,-62,"[97, -112, 5, 0, -31, -11, -31, -8, -30, -6, -27, -4, -25, -2, -20, -1, -15, -1, -11, -2, -7, -4, -4, -7, -1, -11, 1, -16, 3, -19, 3, -23, 3, -25, 2, -27, 1, -27, 0, -26, -1, -25, -2, -22, -2, -19, -2, -15, -1, -11, 0, -7, 3, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 3, 14, 3, 13, 1, 12, -1, 11, -3, 11, -6, 10, -9, 10, -12, 10, -16, 12, -17, 12, -19, 14, -19, 16, -20, 16, -18, 17, -17, 17, -15, 15, -13, 14, -11, 10, -11, 7, -10, 3, -12, -1, -14, -6, -17, -9, -20, -11, -23, -12, -1, -1, -54, -20, -57, -20, -55, -18, -54, -18, -51, -16, -46, -14, -43, -14, -37, -14, -33, -15, -28, -18, -25, -22, -20, -27, -18, -31, -15, -35, -14, -40, -13, -43, -12, -46, -11, -46, -11, -45, -10, -44, -9, -41, -8, -37, -5, -33, -3, -30, 0, -25, 4, -21, 8, -34, 12, -30, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -18, 17, -21, 14, -7, 22, -9, 21, -10, 19, -12, 18, -16, 17, -19, 16, -23, 15, -27, 15, -31, 15, -35, 15, -38, 16, -41, 16, -41, 17, -41, 17, -40, 17, -40, 17, -38, 15, -37, 13, -35, 9, -35, 5, -35, 1, -37, -3, -40, -9, -43, -13, -46, -17, -50, -19]"
rx1,2026-05-02 20:41:10.414,-65,"[97, -112, 5, 0, -24, 13, -26, 14, -25, 15, -23, 15, -21, 15, -18, 14, -14, 12, -10, 9, -6, 5, -3, -1, 0, -5, 3, -10, 4, -16, 5, -20, 5, -23, 5, -25, 4, -26, 3, -26, 1, -24, 0, -20, -1, -17, -1, -13, -2, -9, -2, -5, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, -9, 13, -10, 13, -11, 12, -11, 11, -10, 11, -9, 10, -8, 9, -5, 9, -3, 8, 1, 9, 5, 10, 8, 10, 11, 11, 12, 13, 14, 13, 14, 13, 15, 13, 14, 12, 12, 11, 11, 8, 10, 5, 9, 0, 8, -5, 8, -10, 8, -14, 9, -1, -1, -40, 24, -43, 24, -44, 24, -44, 23, -44, 23, -42, 20, -39, 19, -35, 15, -31, 10, -28, 4, -25, -3, -22, -8, -20, -15, -19, -22, -15, -27, -16, -32, -14, -35, -14, -39, -13, -39, -13, -38, -12, -37, -11, -33, -9, -30, -8, -26, -6, -22, -4, -18, 2, -37, 9, -34, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, -1, -1, -1, 4, 5, 4, 5, 14, -6, 14, -6, 15, -6, 14, -6, 14, -4, 13, -3, 11, -1, 11, 3, 11, 6, 10, 11, 10, 14, 8, 18, 9, 22, 9, 24, 10, 25, 9, 27, 9, 27, 8, 26, 6, 26, 3, 26, -1, 24, -5, 24, -11, 22, -17, 23, -24, 23, -30, 23]"
rx1,2026-05-02 20:41:10.615,-58,"[97, -112, 5, 0, -12, 21, -11, 22, -10, 23, -9, 24, -8, 23, -6, 23, -5, 22, -4, 20, -4, 19, -4, 17, -4, 15, -5, 13, -7, 12, -9, 12, -10, 10, -12, 10, -13, 10, -14, 10, -14, 9, -14, 8, -14, 8, -14, 8, -13, 7, -12, 6, -11, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 6, 16, 5, 14, 4, 13, 3, 13, 1, 12, -1, 13, -3, 14, -5, 15, -7, 17, -7, 19, -8, 22, -7, 23, -6, 25, -4, 25, -3, 26, -1, 26, 1, 25, 2, 23, 2, 22, 2, 19, 2, 18, -1, 17, -2, 17, -5, 17, -6, 18, -1, -1, -17, 37, -18, 38, -17, 39, -17, 39, -16, 39, -13, 38, -12, 38, -11, 36, -10, 34, -10, 33, -10, 30, -10, 29, -12, 27, -13, 25, -15, 24, -16, 22, -19, 21, -20, 20, -21, 19, -21, 18, -22, 16, -22, 15, -21, 14, -20, 12, -19, 11, -19, 8, -16, 6, -15, 3, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 0, -1, -4, 32, -7, 33, 2, 32, 1, 31, 0, 31, -1, 29, -3, 29, -5, 29, -7, 30, -10, 31, -12, 33, -14, 35, -15, 36, -16, 39, -15, 40, -14, 42, -12, 42, -11, 43, -9, 43, -7, 42, -5, 40, -4, 39, -5, 37, -5, 36, -8, 35, -9, 34, -12, 34, -13, 35]"
rx1,2026-05-02 20:41:10.819,-56,"[97, -112, 5, 0, -15, -21, -13, -19, -11, -17, -9, -17, -7, -16, -6, -17, -4, -17, -3, -18, -3, -20, -2, -21, -3, -22, -2, -22, -3, -23, -4, -23, -4, -22, -4, -21, -4, -20, -4, -19, -3, -16, -2, -15, -1, -14, 1, -12, 3, -10, 4, -9, 6, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -16, -9, -18, -10, -19, -11, -20, -12, -21, -14, -21, -16, -21, -17, -20, -17, -19, -17, -19, -16, -17, -14, -16, -13, -16, -11, -15, -9, -16, -8, -16, -6, -18, -6, -19, -6, -21, -7, -23, -8, -25, -10, -26, -10, -27, -13, -28, -14, -27, -16, -26, -1, -1, -33, -39, -33, -38, -31, -36, -29, -36, -26, -35, -24, -34, -22, -33, -20, -34, -19, -34, -19, -37, -17, -37, -17, -38, -16, -39, -16, -39, -18, -40, -16, -38, -15, -39, -13, -37, -12, -35, -10, -33, -8, -31, -6, -29, -3, -27, -1, -26, 1, -24, 5, -22, 1, -29, 4, -25, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, -26, -17, -24, -19, -20, -25, -21, -27, -22, -30, -23, -31, -26, -32, -28, -32, -30, -33, -31, -32, -33, -32, -32, -33, -31, -32, -30, -32, -28, -32, -26, -31, -25, -31, -26, -32, -24, -33, -23, -36, -23, -37, -25, -39, -26, -40, -29, -42, -29, -43, -31, -44, -33, -44, -35, -43]"
rx1,2026-05-02 20:41:11.017,-57,"[97, -112, 5, 0, -15, -9, -14, -12, -14, -15, -15, -18, -17, -19, -19, -20, -21, -20, -23, -18, -24, -16, -24, -13, -23, -11, -21, -9, -19, -7, -14, -7, -10, -7, -6, -7, -2, -9, 1, -10, 4, -13, 5, -15, 6, -17, 6, -18, 5, -19, 5, -20, 3, -19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -16, 12, -17, 11, -18, 11, -19, 10, -19, 10, -19, 9, -19, 9, -19, 8, -19, 6, -20, 5, -20, 3, -20, 1, -21, -1, -21, -3, -23, -4, -24, -4, -26, -5, -28, -3, -29, -3, -29, -1, -29, 0, -29, 1, -27, 3, -25, 3, -22, 2, -20, 1, -1, -1, -30, -4, -30, -7, -28, -11, -29, -14, -29, -17, -29, -19, -32, -19, -34, -19, -35, -17, -37, -17, -36, -14, -35, -11, -32, -10, -29, -8, -26, -8, -21, -8, -16, -10, -12, -11, -8, -13, -5, -15, -3, -18, -2, -20, -1, -22, -1, -23, -1, -23, -1, -22, -9, -9, -6, -9, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -33, 18, -34, 15, -33, 18, -34, 15, -35, 15, -35, 14, -37, 13, -36, 12, -37, 11, -37, 9, -38, 8, -38, 6, -38, 3, -38, 1, -38, -1, -39, -2, -39, -3, -42, -4, -42, -4, -43, -3, -44, -1, -44, 0, -44, 1, -44, 3, -43, 3, -40, 4, -39, 4, -36, 2]"
rx1,2026-05-02 20:41:11.216,-59,"[97, -112, 5, 0, -15, -10, -13, -12, -10, -14, -9, -16, -9, -18, -10, -20, -11, -22, -14, -22, -16, -22, -18, -20, -19, -18, -19, -15, -18, -12, -16, -10, -12, -8, -9, -7, -5, -6, -1, -7, 3, -8, 5, -10, 6, -13, 8, -15, 7, -16, 7, -18, 6, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, 3, -18, 0, -18, -1, -17, -4, -18, -7, -18, -8, -19, -9, -21, -11, -23, -11, -23, -11, -23, -11, -23, -11, -23, -10, -23, -10, -21, -11, -21, -11, -20, -11, -20, -13, -20, -13, -21, -14, -22, -14, -24, -14, -24, -13, -24, -12, -24, -11, -22, -10, -1, -1, -36, -11, -33, -11, -30, -12, -29, -15, -26, -17, -25, -19, -26, -20, -27, -22, -29, -22, -32, -22, -32, -20, -33, -18, -34, -15, -32, -13, -30, -11, -26, -9, -22, -9, -17, -9, -13, -10, -9, -11, -5, -13, -3, -16, -2, -18, -1, -20, -1, -21, -1, -22, -13, -10, -11, -11, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -51, 7, -50, 2, -44, 2, -42, -1, -41, -3, -40, -6, -41, -9, -41, -11, -43, -13, -44, -15, -47, -14, -47, -16, -46, -16, -46, -16, -45, -15, -44, -15, -42, -15, -43, -15, -41, -15, -41, -16, -41, -16, -42, -16, -42, -17, -43, -15, -44, -15, -44, -14, -44, -13, -42, -12]"
rx1,2026-05-02 20:41:11.415,-58,"[97, -112, 5, 0, -27, -1, -26, 1, -25, 2, -23, 2, -20, 3, -17, 3, -13, 2, -10, 1, -8, -2, -6, -5, -6, -8, -6, -12, -6, -14, -8, -16, -10, -17, -11, -18, -13, -17, -14, -15, -14, -12, -13, -9, -11, -6, -10, -4, -7, -1, -4, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 15, -19, 16, -20, 17, -20, 19, -19, 20, -18, 20, -18, 20, -17, 19, -17, 18, -17, 16, -16, 14, -17, 12, -18, 10, -18, 9, -19, 8, -20, 7, -20, 7, -20, 6, -20, 6, -20, 5, -21, 3, -21, 3, -22, 1, -23, 0, -24, -1, -25, -1, -1, -1, -49, 6, -50, 6, -48, 6, -47, 6, -44, 6, -40, 6, -37, 5, -34, 3, -31, 1, -29, -2, -27, -6, -25, -9, -25, -13, -26, -16, -27, -18, -27, -21, -29, -22, -29, -22, -29, -21, -28, -19, -26, -17, -23, -15, -21, -13, -17, -11, -13, -10, -8, -9, -13, -23, -8, -24, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -16, 24, -18, 23, -27, 25, -29, 27, -30, 29, -30, 30, -30, 31, -31, 31, -31, 31, -31, 30, -31, 31, -33, 28, -32, 26, -34, 23, -35, 21, -36, 20, -37, 19, -38, 18, -39, 18, -39, 18, -39, 16, -40, 16, -41, 14, -41, 13, -44, 11, -45, 10, -46, 8, -48, 7]"
rx1,2026-05-02 20:41:11.616,-58,"[97, -112, 5, 0, 21, 13, 21, 12, 20, 10, 18, 8, 16, 6, 13, 5, 10, 5, 7, 4, 4, 6, 1, 8, -1, 11, -3, 14, -3, 16, -2, 18, 0, 20, 1, 21, 3, 20, 5, 18, 6, 15, 6, 12, 5, 8, 5, 5, 3, 2, 1, -1, -2, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, -3, 21, -3, 22, -4, 23, -5, 24, -6, 23, -7, 23, -7, 22, -7, 22, -6, 21, -5, 20, -3, 19, -2, 19, 0, 19, 1, 19, 2, 19, 3, 19, 4, 19, 4, 19, 5, 19, 6, 18, 7, 19, 8, 18, 9, 19, 11, 19, 12, 20, 12, -1, -1, 41, 24, 42, 23, 40, 22, 40, 22, 36, 20, 34, 18, 30, 17, 27, 17, 24, 17, 20, 19, 16, 22, 13, 24, 12, 28, 11, 30, 11, 33, 11, 34, 12, 37, 12, 35, 12, 34, 12, 31, 11, 28, 9, 24, 7, 20, 4, 17, 1, 13, -3, 11, -5, 29, -10, 26, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 26, -6, 27, -4, 33, -5, 35, -4, 36, -5, 37, -5, 39, -6, 39, -6, 40, -6, 39, -5, 40, -4, 39, -2, 39, 0, 39, 2, 39, 5, 38, 6, 39, 7, 40, 7, 39, 9, 40, 10, 39, 10, 40, 11, 38, 13, 40, 14, 40, 17, 40, 19, 41, 21, 42, 21]"
rx1,2026-05-02 20:41:11.825,-59,"[97, -112, 5, 0, 29, -4, 26, -4, 25, -4, 22, -4, 19, -3, 17, -2, 14, 0, 11, 2, 11, 5, 9, 9, 10, 12, 10, 15, 11, 17, 14, 19, 15, 19, 17, 20, 17, 17, 18, 16, 17, 13, 16, 11, 13, 7, 11, 5, 7, 3, 3, 2, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, -14, 19, -15, 21, -17, 21, -19, 22, -21, 21, -23, 20, -24, 19, -24, 17, -24, 17, -21, 16, -20, 15, -17, 15, -14, 15, -11, 16, -9, 17, -7, 18, -5, 20, -4, 21, -3, 23, -3, 25, -2, 26, -2, 28, -2, 29, -2, 30, -2, 30, -3, -1, -1, 57, -12, 56, -12, 53, -11, 53, -11, 48, -9, 45, -8, 42, -7, 39, -4, 37, -1, 36, 3, 35, 7, 35, 11, 34, 15, 36, 17, 38, 20, 38, 22, 41, 24, 39, 23, 38, 23, 37, 21, 33, 20, 30, 17, 27, 16, 22, 15, 16, 15, 10, 14, 22, 31, 14, 31, -1, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, 14, -28, 18, -28, 26, -26, 29, -28, 32, -31, 33, -32, 34, -34, 33, -36, 34, -37, 34, -37, 34, -37, 35, -36, 34, -33, 35, -30, 36, -28, 36, -25, 36, -22, 39, -21, 39, -18, 42, -17, 43, -16, 46, -16, 48, -15, 49, -16, 54, -14, 55, -14, 56, -14, 57, -13]"
rx1,2026-05-02 20:41:12.018,-58,"[97, -112, 5, 0, 14, 9, 12, 11, 11, 12, 11, 14, 11, 15, 12, 15, 13, 16, 15, 15, 16, 15, 17, 13, 18, 12, 17, 9, 16, 8, 14, 6, 11, 5, 9, 5, 5, 5, 2, 5, 0, 7, -2, 8, -3, 11, -3, 12, -3, 14, -3, 15, -1, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, -3, 18, -3, 17, -2, 16, 0, 15, 1, 14, 3, 15, 6, 15, 8, 17, 10, 18, 11, 19, 12, 20, 12, 21, 12, 22, 12, 22, 11, 22, 10, 22, 10, 22, 9, 22, 9, 22, 9, 21, 8, 21, 8, 21, 8, 20, 8, 20, 8, 19, 7, -1, -1, 32, 14, 30, 14, 28, 14, 27, 16, 26, 16, 26, 17, 26, 18, 27, 18, 28, 17, 30, 17, 30, 15, 30, 13, 30, 11, 27, 9, 27, 8, 23, 6, 20, 7, 16, 7, 13, 9, 10, 10, 7, 12, 5, 14, 4, 16, 4, 17, 4, 18, 4, 19, 10, 8, 9, 10, 0, 0, -1, -1, -1, -1, 0, 0, 0, 0, 0, 0, -1, -1, 41, 5, 41, 8, 40, 2, 37, 3, 36, 5, 35, 6, 34, 9, 34, 11, 34, 14, 35, 16, 36, 18, 37, 20, 39, 20, 39, 21, 40, 21, 41, 21, 40, 20, 40, 18, 40, 17, 40, 17, 39, 16, 39, 15, 38, 15, 39, 14, 38, 14, 38, 14, 37, 13, 37, 12]"
rx1,2026-05-02 20:41:12.222,-54,"[97, -112, 5, 0, -17, 16, -17, 15, -17, 14, -17, 13, -18, 13, -18, 13, -19, 13, -19, 14, -19, 15, -19, 16, -18, 17, -15, 17, -14, 17, -12, 15, -10, 14, -9, 11, -9, 9, -9, 6, -9, 3, -10, 1, -11, -1, -12, -2, -14, -2, -15, -2, -15, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, 25, -8, 23, -9, 20, -9, 19, -10, 16, -13, 15, -15, 14, -18, 14, -21, 15, -23, 15, -24, 17, -25, 18, -25, 20, -24, 22, -23, 23, -21, 23, -20, 23, -18, 22, -18, 22, -17, 22, -17, 21, -17, 20, -17, 20, -18, 20, -18, 20, -17, 20, -1, -1, -32, 35, -32, 34, -30, 32, -30, 30, -30, 29, -30, 29, -29, 28, -30, 28, -30, 29, -29, 29, -29, 31, -27, 31, -25, 31, -23, 31, -21, 29, -19, 27, -19, 24, -18, 20, -18, 16, -17, 12, -18, 10, -20, 8, -21, 6, -22, 5, -22, 4, -23, 4, -16, 8, -17, 6, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, -1, -1, -1, -34, 42, -39, 38, -28, 42, -28, 39, -29, 37, -29, 34, -31, 33, -33, 31, -37, 31, -40, 31, -42, 31, -45, 32, -47, 33, -47, 33, -47, 35, -46, 37, -43, 37, -41, 38, -40, 38, -37, 38, -36, 38, -35, 39, -35, 37, -34, 37, -34, 37, -35, 37, -34, 37, -34, 37]"
